concept,type,df_count,df_fraction,status
**endocrine consultation**,SURFACE,1,0.025,KEPT
**endocrine profile tests**: outlining the need,SURFACE,1,0.025,KEPT
**endocrine testing schedule**,SURFACE,1,0.025,KEPT
**environmental factors**,SURFACE,1,0.025,KEPT
**environmental influences**,SURFACE,1,0.025,KEPT
"**epileptic encephalopathy**
   - **psychogenic non-epileptic seizures",SURFACE,1,0.025,KEPT
"**epileptic encephalopathy** 
   - **psychogenic non-epileptic seizures",SURFACE,1,0.025,KEPT
**establish,SURFACE,1,0.025,KEPT
**evaluation**,SURFACE,1,0.025,KEPT
**excisional biopsy**,SURFACE,1,0.025,KEPT
**expanded,SURFACE,1,0.025,KEPT
**expanded genetic testing**,SURFACE,1,0.025,KEPT
"**expanded genetic testing**
   - **detailed skeletal survey**
   - **echocardiogram follow-up**
   - **mri",SURFACE,1,0.025,KEPT
**extended,SURFACE,1,0.025,KEPT
**extended video eeg,SURFACE,1,0.025,KEPT
**extended viral panel,SURFACE,1,0.025,KEPT
**failure,SURFACE,1,0.025,KEPT
**familial adenomatous polyposis,SURFACE,1,0.025,KEPT
**familial considerations:**,SURFACE,1,0.025,KEPT
**familial impact:**,SURFACE,1,0.025,KEPT
**family,SURFACE,1,0.025,KEPT
**family engagement protocol**,SURFACE,1,0.025,KEPT
**family support mechanism**,SURFACE,1,0.025,KEPT
**fbn1** gene,SURFACE,1,0.025,KEPT
**ferritin,SURFACE,1,0.025,KEPT
**fetal alcohol spectrum disorder,SURFACE,1,0.025,KEPT
**fetal echocardiogram**,SURFACE,1,0.025,KEPT
**fetal echocardiogram** -,SURFACE,1,0.025,KEPT
**fetal echocardiogram** - given,SURFACE,1,0.025,KEPT
**fetal echocardiogram** - to,SURFACE,1,0.025,KEPT
**fetal mri**,SURFACE,1,0.025,KEPT
**fetal mri** with,SURFACE,1,0.025,KEPT
**fetal mri**: similarly agreed,SURFACE,1,0.025,KEPT
**fetal mri:** i,SURFACE,1,0.025,KEPT
**fibrodysplasia ossificans progressiva,SURFACE,1,0.025,KEPT
**fluorescein staining**,SURFACE,1,0.025,KEPT
**fluorescein staining** to,SURFACE,1,0.025,KEPT
**focal cortical dysplasia,SURFACE,1,0.025,KEPT
**follow-up plan**,SURFACE,1,0.025,KEPT
**follow-up strategy**,SURFACE,1,0.025,KEPT
**follow-up structures**,SURFACE,1,0.025,KEPT
**follow-up timeline**,SURFACE,1,0.025,KEPT
**follow-up**,SURFACE,1,0.025,KEPT
**for,SURFACE,1,0.025,KEPT
**framework,SURFACE,1,0.025,KEPT
**friedreich's ataxia**,SURFACE,1,0.025,KEPT
**genetic,SURFACE,1,0.025,KEPT
**genetic counseling**,SURFACE,1,0.025,KEPT
**genetic counseling** and **expanded testing**,SURFACE,1,0.025,KEPT
**genetic counseling** for the,SURFACE,1,0.025,KEPT
**genetic counseling** remains,SURFACE,1,0.025,KEPT
**genetic counseling** to,SURFACE,1,0.025,KEPT
**genetic testing first**,SURFACE,1,0.025,KEPT
**genetic testing**.,SURFACE,1,0.025,KEPT
**geneticist**,SURFACE,1,0.025,KEPT
**genetics,SURFACE,1,0.025,KEPT
**giant cell arteritis**,SURFACE,1,0.025,KEPT
**granulomatosis,SURFACE,1,0.025,KEPT
**hanta virus** and **chikungunya virus**,SURFACE,1,0.025,KEPT
**hantavirus**,SURFACE,1,0.025,KEPT
**hemangioma,SURFACE,1,0.025,KEPT
**hemangioma**,SURFACE,1,0.025,KEPT
**histological examination,SURFACE,1,0.025,KEPT
**histopathological,SURFACE,1,0.025,KEPT
**histopathological examination** of,SURFACE,1,0.025,KEPT
**hla-b27 test**,SURFACE,1,0.025,KEPT
**hla-b27**,SURFACE,1,0.025,KEPT
**hla-drb1,SURFACE,1,0.025,KEPT
**hla-drb1** alleles,SURFACE,1,0.025,KEPT
**how,SURFACE,1,0.025,KEPT
**hyper-igd syndrome,SURFACE,1,0.025,KEPT
**hyper-ige syndrome,SURFACE,1,0.025,KEPT
**hypochondrogenesis**,SURFACE,1,0.025,KEPT
**hypoplastic left heart syndrome**,SURFACE,1,0.025,KEPT
**hypothyroidism**,SURFACE,1,0.025,KEPT
**imaging,SURFACE,1,0.025,KEPT
**imaging**,SURFACE,1,0.025,KEPT
**immediate,SURFACE,1,0.025,KEPT
**immediate action**,SURFACE,1,0.025,KEPT
**immediate referrals**,SURFACE,1,0.025,KEPT
**immunoglobulin subclass,SURFACE,1,0.025,KEPT
**immunohistochemistry**,SURFACE,1,0.025,KEPT
**implications,SURFACE,1,0.025,KEPT
**infections,SURFACE,1,0.025,KEPT
**infections**,SURFACE,1,0.025,KEPT
**infectious arthritis**,SURFACE,1,0.025,KEPT
**infectious causes,SURFACE,1,0.025,KEPT
**infectious disease testing**,SURFACE,1,0.025,KEPT
**infectious workup:**,SURFACE,1,0.025,KEPT
**inflammatory,SURFACE,1,0.025,KEPT
**inflammatory markers,SURFACE,1,0.025,KEPT
**inflammatory markers**,SURFACE,1,0.025,KEPT
**inflammatory markers**: adding **crp**,SURFACE,1,0.025,KEPT
**initial imaging**,SURFACE,1,0.025,KEPT
**initial testing**: utilize **pcr,SURFACE,1,0.025,KEPT
**interdisciplinary approach**,SURFACE,1,0.025,KEPT
**interdisciplinary consultations**,SURFACE,1,0.025,KEPT
**interstitial lung disease,SURFACE,1,0.025,KEPT
**intestinal lymphangiectasia**,SURFACE,1,0.025,KEPT
**intravenous urography,SURFACE,1,0.025,KEPT
**isomerase activity assays**,SURFACE,1,0.025,KEPT
**karyotyping**,SURFACE,1,0.025,KEPT
**kidney function monitoring**,SURFACE,1,0.025,KEPT
**kishore syndrome**,SURFACE,1,0.025,KEPT
**klinefelter syndrome,SURFACE,1,0.025,KEPT
**krabbe disease**,SURFACE,1,0.025,KEPT
"**laboratory tests:**
   - **complete blood count",SURFACE,1,0.025,KEPT
**lennox-gastaut syndrome,SURFACE,1,0.025,KEPT
**lgi1** and **caspr2**.,SURFACE,1,0.025,KEPT
**li-fraumeni syndrome**,SURFACE,1,0.025,KEPT
**limb,SURFACE,1,0.025,KEPT
"**lipid panel**
   - **hepatitis panel**
   - **serum uric acid level**
   - **renal function tests**
   - **ct scan",SURFACE,1,0.025,KEPT
**lipid profile monitoring**,SURFACE,1,0.025,KEPT
**longitudinal limb deficiencies**,SURFACE,1,0.025,KEPT
**longitudinal monitoring**,SURFACE,1,0.025,KEPT
**lung biopsy**,SURFACE,1,0.025,KEPT
**lymph node,SURFACE,1,0.025,KEPT
**lymphatic obstruction**,SURFACE,1,0.025,KEPT
"**lymphocyte subset analysis**
     - **serological tests",SURFACE,1,0.025,KEPT
**lynch syndrome**. it’s,SURFACE,1,0.025,KEPT
**maffucci syndrome**,SURFACE,1,0.025,KEPT
"**maffucci syndrome** or **beckwith-wiedemann syndrome**.

4. **family history and inheritance patterns**",SURFACE,1,0.025,KEPT
**malignancies,SURFACE,1,0.025,KEPT
**malignancy,SURFACE,1,0.025,KEPT
**marfan,SURFACE,1,0.025,KEPT
**marfan syndrome**,SURFACE,1,0.025,KEPT
"**medication side effects**
     - **post-surgical complications**

3. **recommended diagnostic tests**",SURFACE,1,0.025,KEPT
"**medication side effects**
     - **post-surgical complications**

3. **recommended tests**",SURFACE,1,0.025,KEPT
"**medication side effects**
   - **post-surgical complications**

3. **recommended diagnostic tests**",SURFACE,1,0.025,KEPT
**metabolic,SURFACE,1,0.025,KEPT
**metabolic panel** and **echocardiography** without,SURFACE,1,0.025,KEPT
**metabolic panel** and **eeg**,SURFACE,1,0.025,KEPT
**metabolic panel:** continuous monitoring,SURFACE,1,0.025,KEPT
**metabolic panel:** given,SURFACE,1,0.025,KEPT
**metabolic panel:** this,SURFACE,1,0.025,KEPT
**metastatic carcinoma,SURFACE,1,0.025,KEPT
**metastatic carcinoma**,SURFACE,1,0.025,KEPT
**microbial,SURFACE,1,0.025,KEPT
**monitoring,SURFACE,1,0.025,KEPT
**monitoring framework**,SURFACE,1,0.025,KEPT
**monitoring timeline**,SURFACE,1,0.025,KEPT
**most likely diagnosis**,SURFACE,1,0.025,KEPT
**most likely diagnosis** remains as **cocaine,SURFACE,1,0.025,KEPT
**mri of,SURFACE,1,0.025,KEPT
**mri of the,SURFACE,1,0.025,KEPT
"**mri of the orbit**
   - **ultrasound biomicroscopy",SURFACE,1,0.025,KEPT
**mri**.,SURFACE,1,0.025,KEPT
**multicystic dysplastic kidney disease,SURFACE,1,0.025,KEPT
**multicystic dysplastic kidney disease**,SURFACE,1,0.025,KEPT
**multicystic dysplastic kidney disease**.,SURFACE,1,0.025,KEPT
**multidisciplinary reviews**,SURFACE,1,0.025,KEPT
**multidisciplinary team approach**,SURFACE,1,0.025,KEPT
**multidisciplinary team meeting**,SURFACE,1,0.025,KEPT
**multifocal electroretinography,SURFACE,1,0.025,KEPT
**nephronophthisis,SURFACE,1,0.025,KEPT
**nephronophthisis:**,SURFACE,1,0.025,KEPT
**neurodevelopmental issues**,SURFACE,1,0.025,KEPT
**neuroendocrine tumors**,SURFACE,1,0.025,KEPT
**neuropsychological assessments**,SURFACE,1,0.025,KEPT
**neuropsychological testing**,SURFACE,1,0.025,KEPT
**neuropsychological testing** - while,SURFACE,1,0.025,KEPT
**next generation sequencing**,SURFACE,1,0.025,KEPT
**niemann-pick disease**,SURFACE,1,0.025,KEPT
**non-epileptic seizures**,SURFACE,1,0.025,KEPT
**noonan syndrome**,SURFACE,1,0.025,KEPT
**obesity,SURFACE,1,0.025,KEPT
**obesity-related renal disease,SURFACE,1,0.025,KEPT
**obesity-related renal disease**,SURFACE,1,0.025,KEPT
**obesity-related renal disease** alongside,SURFACE,1,0.025,KEPT
**ocular ultrasound (b-scan)**,SURFACE,1,0.025,KEPT
**ocular ultrasound (b-scan)** if,SURFACE,1,0.025,KEPT
**ocupoglossal dysplasia** or **genetic syndromes,SURFACE,1,0.025,KEPT
**oligoarticular,SURFACE,1,0.025,KEPT
**optical coherence tomography,SURFACE,1,0.025,KEPT
**optical coherence tomography angiography,SURFACE,1,0.025,KEPT
**osteogenesis imperfecta,SURFACE,1,0.025,KEPT
**osteogenesis imperfecta**,SURFACE,1,0.025,KEPT
**panel,SURFACE,1,0.025,KEPT
**parallel approach,SURFACE,1,0.025,KEPT
**partnering with,SURFACE,1,0.025,KEPT
**patient education**,SURFACE,1,0.025,KEPT
**patterned dystrophies,SURFACE,1,0.025,KEPT
**patterned dystrophies**,SURFACE,1,0.025,KEPT
**pcr,SURFACE,1,0.025,KEPT
**pediatric orthopedic specialist**,SURFACE,1,0.025,KEPT
**pediatric rheumatologist**.,SURFACE,1,0.025,KEPT
**pediatric rheumatology**,SURFACE,1,0.025,KEPT
**pediatric uveitis specialist**,SURFACE,1,0.025,KEPT
**pediatric uveitis specialist** for targeted ocular management,SURFACE,1,0.025,KEPT
"**pelvic ultrasound**
   - **mri",SURFACE,1,0.025,KEPT
**pelvic ultrasound** and **mri** both,SURFACE,1,0.025,KEPT
**persistent symptoms**,SURFACE,1,0.025,KEPT
**pet imaging**,SURFACE,1,0.025,KEPT
**pet scans**,SURFACE,1,0.025,KEPT
**pfeiffer syndrome**,SURFACE,1,0.025,KEPT
**pfeiffer syndrome**. it's,SURFACE,1,0.025,KEPT
**phocomelia** or **limb,SURFACE,1,0.025,KEPT
**plan,SURFACE,1,0.025,KEPT
**plasma aldosterone,SURFACE,1,0.025,KEPT
"**plasma aldosterone level**
   - **plasma",SURFACE,1,0.025,KEPT
**plscr4 deletion's implications**,SURFACE,1,0.025,KEPT
**plscr4 deletion**,SURFACE,1,0.025,KEPT
**plscr4 deletion**.,SURFACE,1,0.025,KEPT
**possible,SURFACE,1,0.025,KEPT
**potential,SURFACE,1,0.025,KEPT
**prader-willi syndrome,SURFACE,1,0.025,KEPT
**prader-willi syndrome**—given,SURFACE,1,0.025,KEPT
**pre-meeting preparation**,SURFACE,1,0.025,KEPT
**prepare documentation**,SURFACE,1,0.025,KEPT
**prioritized order for testing**,SURFACE,1,0.025,KEPT
**psychiatric evaluation**,SURFACE,1,0.025,KEPT
**psychological support**,SURFACE,1,0.025,KEPT
**psychosocial support**,SURFACE,1,0.025,KEPT
**pulmonary function tests**,SURFACE,1,0.025,KEPT
**quantiferon gold test,SURFACE,1,0.025,KEPT
**quantiferon gold test**,SURFACE,1,0.025,KEPT
**rationale**,SURFACE,1,0.025,KEPT
**reactions,SURFACE,1,0.025,KEPT
**reactive arthritis**.,SURFACE,1,0.025,KEPT
**reassessment of,SURFACE,1,0.025,KEPT
**reassessment of test justifications**,SURFACE,1,0.025,KEPT
"**reassessment of test justifications:**
- **order of recommended tests**",SURFACE,1,0.025,KEPT
**recommended diagnostic tests**,SURFACE,1,0.025,KEPT
**recommended tests**,SURFACE,1,0.025,KEPT
**referral,SURFACE,1,0.025,KEPT
**referral considerations:** i,SURFACE,1,0.025,KEPT
**referral to,SURFACE,1,0.025,KEPT
**referral to specialists**,SURFACE,1,0.025,KEPT
**regular,SURFACE,1,0.025,KEPT
**regular follow-ups**,SURFACE,1,0.025,KEPT
**regular imaging,SURFACE,1,0.025,KEPT
**relevance,SURFACE,1,0.025,KEPT
**renal considerations**,SURFACE,1,0.025,KEPT
**renal function tests**,SURFACE,1,0.025,KEPT
**renal ultrasound:**,SURFACE,1,0.025,KEPT
**renal ultrasound:** after,SURFACE,1,0.025,KEPT
**renal ultrasound:** conducting the,SURFACE,1,0.025,KEPT
**renal ultrasound:** i,SURFACE,1,0.025,KEPT
**renal ultrasound:** this,SURFACE,1,0.025,KEPT
**repeat csf analysis**,SURFACE,1,0.025,KEPT
**repeat csf analysis** as crucial,SURFACE,1,0.025,KEPT
**repeat ultrasound assessments**,SURFACE,1,0.025,KEPT
**repeat ultrasound assessments** should focus,SURFACE,1,0.025,KEPT
**reproductive health implications**,SURFACE,1,0.025,KEPT
**responsibilities,SURFACE,1,0.025,KEPT
**retinal detachment**,SURFACE,1,0.025,KEPT
**retinal detachment** and **metastatic carcinoma**,SURFACE,1,0.025,KEPT
**reviewing,SURFACE,1,0.025,KEPT
"**rheumatoid factor (rf)**
   - **anti-cyclic",SURFACE,1,0.025,KEPT
**risks,SURFACE,1,0.025,KEPT
**routine follow-up imaging,SURFACE,1,0.025,KEPT
**sarcoidosis**,SURFACE,1,0.025,KEPT
**sarcoidosis**.,SURFACE,1,0.025,KEPT
**schedule,SURFACE,1,0.025,KEPT
**schedule specialist meeting**,SURFACE,1,0.025,KEPT
**screen,SURFACE,1,0.025,KEPT
**secondary retinal tumors**,SURFACE,1,0.025,KEPT
**sepsis-related encephalopathy**,SURFACE,1,0.025,KEPT
**sepsis-related encephalopathy** warranting,SURFACE,1,0.025,KEPT
**sequence of testing**,SURFACE,1,0.025,KEPT
**serial immunoglobulin levels measurement**,SURFACE,1,0.025,KEPT
**serological markers**: targeted tests,SURFACE,1,0.025,KEPT
**serological testing,SURFACE,1,0.025,KEPT
**serological testing**,SURFACE,1,0.025,KEPT
**serological tests,SURFACE,1,0.025,KEPT
**serum amyloid a,SURFACE,1,0.025,KEPT
**serum angiotensin-converting enzyme,SURFACE,1,0.025,KEPT
**serum autoantibody panel**,SURFACE,1,0.025,KEPT
**serum c4,SURFACE,1,0.025,KEPT
**serum igd levels**,SURFACE,1,0.025,KEPT
**serum uric acid level** test,SURFACE,1,0.025,KEPT
**severe,SURFACE,1,0.025,KEPT
**severe combined immunodeficiency (,SURFACE,1,0.025,KEPT
**significance,SURFACE,1,0.025,KEPT
**skeletal survey**,SURFACE,1,0.025,KEPT
**smith-magenis syndrome** or others,SURFACE,1,0.025,KEPT
**specialist meeting**: schedule,SURFACE,1,0.025,KEPT
**specific,SURFACE,1,0.025,KEPT
**specifying,SURFACE,1,0.025,KEPT
**sputum culture**,SURFACE,1,0.025,KEPT
**stage ii lung adenocarcinoma**,SURFACE,1,0.025,KEPT
**stage ii lung adenocarcinoma** (,SURFACE,1,0.025,KEPT
**stage ii lung adenocarcinoma** as,SURFACE,1,0.025,KEPT
**stage ii lung adenocarcinoma** remains,SURFACE,1,0.025,KEPT
**stage ii lung adenocarcinoma** remains well-supported,SURFACE,1,0.025,KEPT
**stage ii lung adenocarcinoma** with,SURFACE,1,0.025,KEPT
**still's disease,SURFACE,1,0.025,KEPT
**structural lesions** - it,SURFACE,1,0.025,KEPT
**structural lesions**: keeping the option,SURFACE,1,0.025,KEPT
**surveillance imaging**,SURFACE,1,0.025,KEPT
**surveillance protocols** tailored,SURFACE,1,0.025,KEPT
"**swyer syndrome**
   - **mixed gonadal dysgenesis**
   - **congenital adrenal hyperplasia",SURFACE,1,0.025,KEPT
**swyer syndrome** and **mixed,SURFACE,1,0.025,KEPT
**swyer syndrome** and **mixed gonadal dysgenesis**,SURFACE,1,0.025,KEPT
**syndromic osteogenesis imperfecta,SURFACE,1,0.025,KEPT
**syndromic osteogenesis imperfecta**,SURFACE,1,0.025,KEPT
**syphilis test** if uveitis,SURFACE,1,0.025,KEPT
**systemic imaging,SURFACE,1,0.025,KEPT
**systemic lab work**,SURFACE,1,0.025,KEPT
**systemic lupus erythematosus,SURFACE,1,0.025,KEPT
**systemic onset jia,SURFACE,1,0.025,KEPT
**systemic onset jia**,SURFACE,1,0.025,KEPT
**systemic onset jia**.,SURFACE,1,0.025,KEPT
**systemic onset juvenile idiopathic arthritis,SURFACE,1,0.025,KEPT
**systemic onset juvenile idiopathic arthritis**,SURFACE,1,0.025,KEPT
**systemic onset** and potentially **oligoarticular,SURFACE,1,0.025,KEPT
**systemic workup**,SURFACE,1,0.025,KEPT
**takayasu arteritis**,SURFACE,1,0.025,KEPT
"**takayasu arteritis**

2. **differential diagnoses**",SURFACE,1,0.025,KEPT
**takayasu arteritis** remains,SURFACE,1,0.025,KEPT
**tar syndrome** and **holt-oram syndrome**,SURFACE,1,0.025,KEPT
**targeted gene panels/next-generation sequencing**,SURFACE,1,0.025,KEPT
**targeted systemic evaluation**,SURFACE,1,0.025,KEPT
**tay-sachs disease**,SURFACE,1,0.025,KEPT
**temperature regulation issues**,SURFACE,1,0.025,KEPT
**terminate**,SURFACE,1,0.025,KEPT
**terminate** the current discussion,SURFACE,1,0.025,KEPT
**terminate** the discussion,SURFACE,1,0.025,KEPT
**test redundancy**,SURFACE,1,0.025,KEPT
**testing**,SURFACE,1,0.025,KEPT
**thanatophoric dysplasia**,SURFACE,1,0.025,KEPT
**thanatophoric dysplasia** remains,SURFACE,1,0.025,KEPT
**thanatophoric dysplasia** stands,SURFACE,1,0.025,KEPT
**thanatophoric dysplasia**.,SURFACE,1,0.025,KEPT
**thrombocytopenia-absence of radius (tar) syndrome** and **holt-oram syndrome**,SURFACE,1,0.025,KEPT
"**thyroid function tests**
     - **comprehensive metabolic panel**
     - **24-hour urinary c1 esterase inhibitor activity**
     - **complete blood count",SURFACE,1,0.025,KEPT
"**thyroid function tests**
   - **comprehensive metabolic panel**
   - **24-hour urinary c1 esterase inhibitor activity**
   - **complete blood count",SURFACE,1,0.025,KEPT
**thyroid function tests** to rule out any,SURFACE,1,0.025,KEPT
**tick-borne encephalitis virus,SURFACE,1,0.025,KEPT
**tick-borne encephalitis virus** (,SURFACE,1,0.025,KEPT
**timeline for tests**,SURFACE,1,0.025,KEPT
**timing of tests**,SURFACE,1,0.025,KEPT
**toxicology methodology**,SURFACE,1,0.025,KEPT
**toxicology timing**,SURFACE,1,0.025,KEPT
**tp53 testing**,SURFACE,1,0.025,KEPT
**transverse,SURFACE,1,0.025,KEPT
**treatment focus**,SURFACE,1,0.025,KEPT
**trisomy 18,SURFACE,1,0.025,KEPT
**tuberculosis,SURFACE,1,0.025,KEPT
**tuberculosis skin test,SURFACE,1,0.025,KEPT
**tuberculosis testing**,SURFACE,1,0.025,KEPT
**tuberculosis**,SURFACE,1,0.025,KEPT
**tumor markers monitoring**,SURFACE,1,0.025,KEPT
**type i hereditary angioedema (hae)**,SURFACE,1,0.025,KEPT
"**type i hereditary angioedema (hae)**
  
2. **differential diagnosis**",SURFACE,1,0.025,KEPT
**type i hereditary angioedema (hae)**.,SURFACE,1,0.025,KEPT
**type i hereditary angioedema (hae)**:,SURFACE,1,0.025,KEPT
**type i hereditary angioedema (hae)**: supported by,SURFACE,1,0.025,KEPT
**ultrasound,SURFACE,1,0.025,KEPT
**ultrasound biomicroscopy,SURFACE,1,0.025,KEPT
**ultrasound of joints:** offers better,SURFACE,1,0.025,KEPT
**ultrasound of joints:** useful,SURFACE,1,0.025,KEPT
**urinalysis with microscopy**,SURFACE,1,0.025,KEPT
**urine,SURFACE,1,0.025,KEPT
**uterine anomalies,SURFACE,1,0.025,KEPT
**utility,SURFACE,1,0.025,KEPT
**valvular heart disease**,SURFACE,1,0.025,KEPT
**vascular studies,SURFACE,1,0.025,KEPT
**vascular studies**,SURFACE,1,0.025,KEPT
**vasculitis:**,SURFACE,1,0.025,KEPT
**vasculitis:** conditions,SURFACE,1,0.025,KEPT
**venous insufficiency**,SURFACE,1,0.025,KEPT
**vernal keratoconjunctivitis,SURFACE,1,0.025,KEPT
**vestibular disorders,SURFACE,1,0.025,KEPT
**vestibular neuritis** or **bppv** - these,SURFACE,1,0.025,KEPT
**viral panel**,SURFACE,1,0.025,KEPT
**viral syndromes**,SURFACE,1,0.025,KEPT
**visual quality questionnaire**,SURFACE,1,0.025,KEPT
**vitamin levels**,SURFACE,1,0.025,KEPT
**wes**,SURFACE,1,0.025,KEPT
**west nile virus**,SURFACE,1,0.025,KEPT
**williams syndrome**,SURFACE,1,0.025,KEPT
**x-rays,SURFACE,1,0.025,KEPT
**zika virus**,SURFACE,1,0.025,KEPT
*craniosynostosis syndromes,SURFACE,1,0.025,KEPT
*dna methylation studies,SURFACE,1,0.025,KEPT
*prader-willi syndrome,SURFACE,1,0.025,KEPT
*smith-magenis syndrome,SURFACE,1,0.025,KEPT
*smith-magenis syndrome*,SURFACE,1,0.025,KEPT
0.067\u20130.087 mb,SURFACE,1,0.025,KEPT
17-hydroxyprogesterone,SURFACE,1,0.025,KEPT
20-week ultrasound,SURFACE,1,0.025,KEPT
22q11.2 deletion syndrome,SURFACE,1,0.025,KEPT
24-hour holter monitoring,SURFACE,1,0.025,KEPT
24-hour urine free,SURFACE,1,0.025,KEPT
24-year evolution,SURFACE,1,0.025,KEPT
24-year history,SURFACE,1,0.025,KEPT
37.0\u00b0c,SURFACE,1,0.025,KEPT
37.5\u00bac with,SURFACE,1,0.025,KEPT
38.5\u00b0c,SURFACE,1,0.025,KEPT
3d imaging,SURFACE,1,0.025,KEPT
3d reconstruction,SURFACE,1,0.025,KEPT
"45,x",SURFACE,1,0.025,KEPT
45x karyotype,SURFACE,1,0.025,KEPT
46xy karyotype,SURFACE,1,0.025,KEPT
4\u20135 days,SURFACE,1,0.025,KEPT
4th web space syndactyly,SURFACE,1,0.025,KEPT
5th pregnancy,SURFACE,1,0.025,KEPT
6-week cough,SURFACE,1,0.025,KEPT
"\""b-scan",SURFACE,1,0.025,KEPT
"\""biochemical investigations",SURFACE,1,0.025,KEPT
"\""blood hormone",SURFACE,1,0.025,KEPT
"\""blood test",SURFACE,1,0.025,KEPT
"\""dysmorphological examination",SURFACE,1,0.025,KEPT
"\""echocardiography",SURFACE,1,0.025,KEPT
"\""external examination",SURFACE,1,0.025,KEPT
"\""extraoral examination",SURFACE,1,0.025,KEPT
"\""facial abnormalities",SURFACE,1,0.025,KEPT
"\""facial examination",SURFACE,1,0.025,KEPT
"\""facial features",SURFACE,1,0.025,KEPT
"\""fasting blood glucose",SURFACE,1,0.025,KEPT
"\""growth",SURFACE,1,0.025,KEPT
"\""initial blood tests",SURFACE,1,0.025,KEPT
"\""initial investigations",SURFACE,1,0.025,KEPT
"\""investigation",SURFACE,1,0.025,KEPT
"\""laboratory",SURFACE,1,0.025,KEPT
"\""laboratory examinations",SURFACE,1,0.025,KEPT
"\""neurological examination",SURFACE,1,0.025,KEPT
"\""no family history",SURFACE,1,0.025,KEPT
"\""no history",SURFACE,1,0.025,KEPT
"\""no past",SURFACE,1,0.025,KEPT
"\""no significant",SURFACE,1,0.025,KEPT
"\""on examination",SURFACE,1,0.025,KEPT
"\""past medical history\",SURFACE,1,0.025,KEPT
"\""postnatal fetal",SURFACE,1,0.025,KEPT
"\""pregnancy",SURFACE,1,0.025,KEPT
"\""prenatal",SURFACE,1,0.025,KEPT
"\""preoperative blood tests",SURFACE,1,0.025,KEPT
"\""radiography",SURFACE,1,0.025,KEPT
"\""routine",SURFACE,1,0.025,KEPT
"\""since birth",SURFACE,1,0.025,KEPT
"\""thyroid",SURFACE,1,0.025,KEPT
"\""ultrasonography",SURFACE,1,0.025,KEPT
"\""wakeful background",SURFACE,1,0.025,KEPT
\u03b2-galactosidase activity,SURFACE,1,0.025,KEPT
\u03b22 microglobulin,SURFACE,1,0.025,KEPT
\u2161to iv,SURFACE,1,0.025,KEPT
\u22122.5,SURFACE,1,0.025,KEPT
\u22122.6,SURFACE,1,0.025,KEPT
\u22124.4,SURFACE,1,0.025,KEPT
a **brain mri**,SURFACE,1,0.025,KEPT
a **syphilis test**,SURFACE,1,0.025,KEPT
abdominal,SURFACE,1,0.025,KEPT
abdominal anatomy,SURFACE,1,0.025,KEPT
abdominal bowel,SURFACE,1,0.025,KEPT
abdominal circumference,SURFACE,1,0.025,KEPT
abdominal circumference ratio,SURFACE,1,0.025,KEPT
abdominal discomfort,SURFACE,1,0.025,KEPT
abdominal distension,SURFACE,1,0.025,KEPT
abdominal enlargement,SURFACE,1,0.025,KEPT
abdominal examination,SURFACE,1,0.025,KEPT
abdominal malignancy,SURFACE,1,0.025,KEPT
abdominal mass,SURFACE,1,0.025,KEPT
abdominal region,SURFACE,1,0.025,KEPT
abdominal structures,SURFACE,1,0.025,KEPT
abdominal x-rays,SURFACE,1,0.025,KEPT
abduction,SURFACE,1,0.025,KEPT
abilities,SURFACE,1,0.025,KEPT
abnormal fat,SURFACE,1,0.025,KEPT
"abnormal findings.\""\n",SURFACE,1,0.025,KEPT
abnormal masses,SURFACE,1,0.025,KEPT
abnormal posture,SURFACE,1,0.025,KEPT
"abnormalities.\""\n",SURFACE,1,0.025,KEPT
above,SURFACE,1,0.025,KEPT
abpa,SURFACE,1,0.025,KEPT
abrupt,SURFACE,1,0.025,KEPT
abscesses,SURFACE,1,0.025,KEPT
absence seizures,SURFACE,1,0.025,KEPT
absolute,SURFACE,1,0.025,KEPT
abstain,SURFACE,1,0.025,KEPT
acanthosis nigricans,SURFACE,1,0.025,KEPT
accepted,SURFACE,1,0.025,KEPT
accessible,SURFACE,1,0.025,KEPT
accident,SURFACE,1,0.025,KEPT
accuracy,SURFACE,1,0.025,KEPT
ace,SURFACE,1,0.025,KEPT
ace inhibitors,SURFACE,1,0.025,KEPT
acetabulum,SURFACE,1,0.025,KEPT
acetate,SURFACE,1,0.025,KEPT
ache,SURFACE,1,0.025,KEPT
achondrogenesis,SURFACE,1,0.025,KEPT
acidosis,SURFACE,1,0.025,KEPT
acknowledges,SURFACE,1,0.025,KEPT
acoustic neuroma,SURFACE,1,0.025,KEPT
acpa,SURFACE,1,0.025,KEPT
acquire,SURFACE,1,0.025,KEPT
acquired,SURFACE,1,0.025,KEPT
acquired angioedema,SURFACE,1,0.025,KEPT
acquired lipodystrophy,SURFACE,1,0.025,KEPT
acral,SURFACE,1,0.025,KEPT
acrofacial dysostosis,SURFACE,1,0.025,KEPT
